taxonrank	scientificname	countrycode	locality	decimallatitude	decimallongitude	eventdate	basisofrecord	institutioncode	collectioncode	recordedby
SPECIES	Dicrossus maculatus Steindachner, 1875	BR	Rio Abacaxis, igapó	-3.92757	-58.76791	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Moenkhausia gracilima Eigenmann, 1908	BR	Rio Abacaxis, arrasto no igapó	-3.92277	-58.79475	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Hemigrammus durbinae	BR	Rio Abacaxis, arrasto no igapó	-3.92277	-58.79475	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
GENUS	Crenicichla Heckel, 1840	BR	Rio Abacaxis, igapó	-3.92757	-58.76791	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Cichla temensis Humboldt, 1821	BR	Rio Abacaxis, próximo a boca do rio Abacaxis	-3.93262	-58.77939	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor
SPECIES	Copella nattereri (Steindachner, 1876)	BR	Rio Abacaxis, igapó	-3.92757	-58.76791	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Rivulus kirovskyi Costa, 2004	BR	Rio Abacaxis, igapó	-3.92757	-58.76791	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Nannostomus unifasciatus Steindachner, 1876	BR	Rio Abacaxis, igapó	-3.92757	-58.76791	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Nannostomus eques Steindachner, 1876	BR	Rio Abacaxis, arrasto no igapó	-3.92277	-58.79475	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Nannostomus trifasciatus Steindachner, 1876	BR	Rio Abacaxis, igapó	-3.92757	-58.76791	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Copella nattereri (Steindachner, 1876)	BR	Rio Abacaxis, arrasto no igapó	-3.92277	-58.79475	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Taeniacara candidi Myers, 1935	BR	Rio Abacaxis, igapó	-3.92757	-58.76791	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Potamotrygon humerosa Garman, 1913	BR	Rio Abacaxis, igapó próximo a boca do rio Abacaxis	-3.93262	-58.77939	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor
SPECIES	Microphilypnus ternetzi Myers, 1927	BR	Rio Abacaxis, igapó	-3.92757	-58.76791	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
GENUS	Brachyhypopomus Mago-Leccia, 1994	BR	Rio Abacaxis, igapó	-3.92757	-58.76791	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Hemiodus gracilis Günther, 1864	BR	Rio Abacaxis, igapó próximo a boca do rio Abacaxis	-3.93262	-58.77939	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor
SPECIES	Hypancistrus furunculus Armbruster, Lujan & Taphorn, 2007	BR	Rio Abacaxis, pedral	-3.92095	-58.78314	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
SPECIES	Nannostomus eques Steindachner, 1876	BR	Rio Abacaxis, igapó	-3.92757	-58.76791	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
SPECIES	Hemigrammus analis Durbin, 1909	BR	Rio Abacaxis, 3o igarapé do acesso da trilha da Botânica, ~1400m do acesso	-4.28468	-58.57886	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Guarido, P.; Sodré, J.; , Arnóbio; , Eduardo Dudu
SPECIES	Geophagus altifrons Heckel, 1840	BR	Rio Abacaxis, pedral	-3.92095	-58.78314	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
SPECIES	Leporinus agassizii Steindachner, 1876	BR	Rio Abacaxis, igapó próximo a boca do rio Abacaxis	-3.93262	-58.77939	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor
SPECIES	Satanoperca jurupari (Heckel, 1840)	BR	Rio Abacaxis, igapó próximo a boca do rio Abacaxis	-3.93262	-58.77939	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor
SPECIES	Metynnis hypsauchen (Müller & Troschel, 1844)	BR	Rio Abacaxis, igapó próximo a boca do rio Abacaxis	-3.93262	-58.77939	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor
GENUS	Rhamdia Bleeker, 1858	BR	Rio Abacaxis, 3o igarapé do acesso da trilha da Botânica, ~1400m do acesso	-4.28468	-58.57886	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Guarido, P.; Sodré, J.; , Arnóbio; , Eduardo Dudu
SPECIES	Scorpiodoras liophysus Sousa & Birindelli, 2011	BR	Rio Abacaxis, pedral	-3.92095	-58.78314	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
SPECIES	Crenicichla acutirostris Günther, 1862	BR	Rio Abacaxis, próximo a boca do rio Abacaxis	-3.93262	-58.77939	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor
SPECIES	Crenicichla macrophthalma Heckel, 1840	BR	Rio Abacaxis, pedral	-3.92095	-58.78314	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
SPECIES	Cichla temensis Humboldt, 1821	BR	Rio Abacaxis, igapó próximo a boca do rio Abacaxis	-3.93262	-58.77939	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor
SPECIES	Curimata ocellata Eigenmann & Eigenmann, 1889	BR	Rio Abacaxis, igapó próximo a boca do rio Abacaxis	-3.93262	-58.77939	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor
SPECIES	Acaronia nassa (Heckel, 1840)	BR	Rio Abacaxis, pedral	-3.92095	-58.78314	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
SPECIES	Hemigrammus coeruleus Durbin, 1908	BR	Rio Abacaxis, 3o igarapé do acesso da trilha da Botânica, ~1400m do acesso	-4.28468	-58.57886	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Guarido, P.; Sodré, J.; , Arnóbio; , Eduardo Dudu
SPECIES	Serrasalmus gouldingi Fink & Machado-Allison, 1992	BR	Rio Abacaxis, próximo a boca do rio Abacaxis	-3.93262	-58.77939	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor
SPECIES	Chaetobranchus flavescens Heckel, 1840	BR	Rio Abacaxis, pedral	-3.92095	-58.78314	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
SPECIES	Hoplias malabaricus (Bloch, 1794)	BR	Rio Abacaxis, igapó	-3.92757	-58.76791	2015-08-10T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; , Arnóbio
GENUS	Hemiodus Müller, 1842	BR	Rio Abacaxis, igapó próximo a boca do rio Abacaxis	-3.93262	-58.77939	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor
SPECIES	Hemiodus immaculatus Kner, 1858	BR	Rio Abacaxis, igapó próximo a boca do rio Abacaxis	-3.93262	-58.77939	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor
SPECIES	Rhaphiodon vulpinus Spix & Agassiz, 1829	BR	Rio Abacaxis, igapó próximo a boca do rio Abacaxis	-3.93262	-58.77939	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor
SPECIES	Geophagus altifrons Heckel, 1840	BR	Rio Abacaxis, próximo a boca do rio Abacaxis	-3.93262	-58.77939	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor
SPECIES	Helogenes marmoratus Günther, 1863	BR	Rio Abacaxis, 3o igarapé do acesso da trilha da Botânica, ~1400m do acesso	-4.28468	-58.57886	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Guarido, P.; Sodré, J.; , Arnóbio; , Eduardo Dudu
SPECIES	Tatia nigra Sarmento-Soares & Martins-Pinheiro, 2008	BR	Rio Abacaxis, igapó próximo a boca do rio Abacaxis	-3.93262	-58.77939	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor
SPECIES	Rivulus xiphidius Huber, 1979	BR	Rio Abacaxis, 3o igarapé do acesso da trilha da Botânica, ~1400m do acesso	-4.28468	-58.57886	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Guarido, P.; Sodré, J.; , Arnóbio; , Eduardo Dudu
SPECIES	Rivulus micropus (Steindachner, 1863)	BR	Rio Abacaxis, 3o igarapé do acesso da trilha da Botânica, ~1400m do acesso	-4.28468	-58.57886	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Guarido, P.; Sodré, J.; , Arnóbio; , Eduardo Dudu
SPECIES	Auchenipterichthys longimanus (Günther, 1864)	BR	Rio Abacaxis, igapó próximo a boca do rio Abacaxis	-3.93262	-58.77939	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor
SPECIES	Hemiodus unimaculatus (Bloch, 1794)	BR	Rio Abacaxis, igapó próximo a boca do rio Abacaxis	-3.93262	-58.77939	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor
GENUS	Pyrrhulina Valenciennes, 1846	BR	Rio Abacaxis, 3o igarapé do acesso da trilha da Botânica, ~1400m do acesso	-4.28468	-58.57886	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Guarido, P.; Sodré, J.; , Arnóbio; , Eduardo Dudu
SPECIES	Dekeyseria scaphirhyncha (Kner, 1854)	BR	Rio Abacaxis, coleta noturna, mergulho	-4.28881	-58.61441	2015-08-08T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
SPECIES	Satanoperca lilith Kullander & Ferreira, 1988	BR	Rio Abacaxis, igapó dentro da campina (tarde e poucos peixes)	-4.44933	-58.6776	2015-08-08T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
SPECIES	Crenicichla marmorata Pellegrin, 1904	BR	Rio Abacaxis, próximo a comunidade	-4.28881	-58.61441	2015-08-08T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
SPECIES	Chalceus epakros Zanata & Toledo-Piza, 2004	BR	Rio Abacaxis, igapó próximo a boca do rio Abacaxis	-3.93262	-58.77939	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor
GENUS	Microsternarchus Fernández-Yépez, 1968	BR	Rio Abacaxis, igarapé do Apistogramma Roxo, 2o igarapé do acesso da trilha da botanica	-4.28473	-58.58255	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Bastos, D.A.; Ito, P.M.
GENUS	Aequidens Eigenmann & Bray, 1894	BR	Rio Abacaxis, 3o igarapé do acesso da trilha da Botânica, ~1400m do acesso	-4.28468	-58.57886	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Guarido, P.; Sodré, J.; , Arnóbio; , Eduardo Dudu
SPECIES	Anodus orinocensis (Steindachner, 1887)	BR	Rio Abacaxis, igapó próximo a boca do rio Abacaxis	-3.93262	-58.77939	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor
SPECIES	Crenuchus spilurus Günther, 1863	BR	Rio Abacaxis, 3o igarapé do acesso da trilha da Botânica, ~1400m do acesso	-4.28468	-58.57886	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Guarido, P.; Sodré, J.; , Arnóbio; , Eduardo Dudu
SPECIES	Megalechis picta (Müller & Troschel, 1849)	BR	Rio Abacaxis, igapó dentro da campina (tarde e poucos peixes)	-4.44933	-58.6776	2015-08-08T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Bastos, D.A.; Guarido, P.; Sodré, J.; Ito, P.M.; , Eduardo Dudu
SPECIES	Geophagus altifrons Heckel, 1840	BR	Rio Abacaxis, igapó próximo a boca do rio Abacaxis	-3.93262	-58.77939	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor
SPECIES	Pseudoloricaria laeviuscula (Valenciennes, 1840)	BR	Rio Abacaxis, igapó próximo a boca do rio Abacaxis	-3.93262	-58.77939	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor
GENUS	Synbranchus Bloch, 1795	BR	Rio Abacaxis, 3o igarapé do acesso da trilha da Botânica, ~1400m do acesso	-4.28468	-58.57886	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Guarido, P.; Sodré, J.; , Arnóbio; , Eduardo Dudu
GENUS	Aequidens Eigenmann & Bray, 1894	BR	Rio Abacaxis, igarapé do Apistogramma Roxo, 2o igarapé do acesso da trilha da botanica, coleta padronizado	-4.28473	-58.58255	2015-08-08T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Ferreira, E.G.; Bastos, D.A.; Ito, P.M.; Guarido, P.; Sodré, J.; , Agenor; , Eduardo Dudu
SPECIES	Serrasalmus gouldingi Fink & Machado-Allison, 1992	BR	Rio Abacaxis, igapó próximo a boca do rio Abacaxis	-3.93262	-58.77939	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor
SPECIES	Hypselecara coryphaenoides (Heckel, 1840)	BR	Rio Abacaxis, igapó próximo a boca do rio Abacaxis	-3.93262	-58.77939	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Ferreira, E.G.; Ito, P.M.; , Agenor
GENUS	Microsternarchus Fernández-Yépez, 1968	BR	Rio Abacaxis, 3o igarapé do acesso da trilha da Botânica, ~1400m do acesso	-4.28468	-58.57886	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Guarido, P.; Sodré, J.; , Arnóbio; , Eduardo Dudu
SPECIES	Erythrinus erythrinus (Bloch & Schneider, 1801)	BR	Rio Abacaxis, 3o igarapé do acesso da trilha da Botânica, ~1400m do acesso	-4.28468	-58.57886	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Guarido, P.; Sodré, J.; , Arnóbio; , Eduardo Dudu
SPECIES	Rivulus xiphidius Huber, 1979	BR	Rio Abacaxis, igarapé dos Rivulus, 1o igarapé do acesso da trilha da Botânica	-4.26482	-58.58876	2015-08-08T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Ferreira, E.G.; Bastos, D.A.; Ito, P.M.; Guarido, P.; Sodré, J.; , Agenor; , Eduardo Dudu
SPECIES	Hyphessobrycon heterorhabdus (Ulrey, 1894)	BR	Rio Abacaxis, 3o igarapé do acesso da trilha da Botânica, ~1400m do acesso	-4.28468	-58.57886	2015-08-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Zuanon, J.; Guarido, P.; Sodré, J.; , Arnóbio; , Eduardo Dudu
